city,station,latitude,longitude,pollutant_id,pollutant_avg
Ahmedabad,Rakhial,23.016834,72.625775,PM10,193
Ahmedabad,Rakhial,23.016834,72.625775,NH3,7
Ahmedabad,Rakhial,23.016834,72.625775,SO2,4
Ahmedabad,Rakhial,23.016834,72.625775,OZONE,33
Ahmedabad,SAC ISRO Bopal,23.041137,72.456691,PM2.5,260
Ahmedabad,SAC ISRO Bopal,23.041137,72.456691,CO,24
Ahmedabad,SAC ISRO Satellite,23.023389,72.515201,NO2,12
Ahmedabad,SAC ISRO Satellite,23.023389,72.515201,CO,37
Ahmedabad,SVPI Airport Hansol,23.076793,72.627874,PM10,135
Ahmedabad,SVPI Airport Hansol,23.076793,72.627874,NH3,4
Ankleshwar,GIDC,21.613267,73.010555,PM2.5,199
Gandhi0gar,GIFT City,23.163798,72.677768,NH3,2
Gandhi0gar,Sector,23.221714,72.654328,SO2,8
Vapi,Phase,20.362421,72.918013,NH3,6
Vapi,Phase,20.362421,72.918013,SO2,48
Vatva,Phase,22.969611,72.6435,PM2.5,183
Vatva,Phase,22.969611,72.6435,NH3,1
Ambala,Patti Mehar,30.379589,76.778328,NO2,13
Ambala,Patti Mehar,30.379589,76.778328,NH3,8
Bahadurgarh,Arya 0gar,28.6701,76.9254,NH3,11
Bhiwani,H.B. Colony,28.806223,76.141105,NO2,9
Bhiwani,H.B. Colony,28.806223,76.141105,NH3,6
Charkhi Dadri,Mini Secretariat,28.593883,76.270653,PM2.5,210
Charkhi Dadri,Mini Secretariat,28.593883,76.270653,NH3,6
Dharuhera,Municipal Corporation Office,28.2068,76.7997,PM10,214
Dharuhera,Municipal Corporation Office,28.2068,76.7997,CO,33
Faridabad,New Industrial Town,28.39072,77.30059,NH3,4
Faridabad,New Industrial Town,28.39072,77.30059,CO,49
Faridabad,Sector 30,28.4417,77.3217,OZONE,17
Faridabad,Sector,28.4088421,77.3099081,NO2,52
Fatehabad,Huda Sector,29.503664,75.467934,PM10,117
Fatehabad,Huda Sector,29.503664,75.467934,SO2,7
Fatehabad,Huda Sector,29.503664,75.467934,CO,8
Gurugram,Sector,28.4227,77.0667,NH3,9
Gurugram,Sector,28.4227,77.0667,SO2,5
Gurugram,Teri Gram,28.4275,77.1465,PM2.5,275
Gurugram,Teri Gram,28.4275,77.1465,NH3,34
Gurugram,Teri Gram,28.4275,77.1465,CO,45
Gurugram,Teri Gram,28.4275,77.1465,OZONE,85
Gurugram,Vikas Sadan,28.4501238,77.0263051,CO,94
Hisar,Urban Estate,29.14056,75.744941,PM2.5,264
Hisar,Urban Estate,29.14056,75.744941,NO2,8
Hisar,Urban Estate,29.14056,75.744941,NH3,3
Hisar,Urban Estate,29.14056,75.744941,OZONE,73
Jind,Police Lines,29.307814,76.337619,NO2,12
Jind,Police Lines,29.307814,76.337619,NH3,4
Kaithal,Rishi 0gar,29.8006,76.4155,OZONE,18
Kar0l,Sector,29.6953,77.0027,CO,100
Kurukshetra,Sector,29.966942,76.875879,PM2.5,213
Kurukshetra,Sector,29.966942,76.875879,PM10,131
Kurukshetra,Sector,29.966942,76.875879,NO2,19
Mandikhera,General Hospital,27.9002,76.9938,PM2.5,85
Mandikhera,General Hospital,27.9002,76.9938,NO2,19
Manesar,Sector,28.360699,76.93609,PM10,187
Manesar,Sector,28.360699,76.93609,NO2,18
Manesar,Sector,28.360699,76.93609,NH3,4
Manesar,Sector,28.360699,76.93609,OZONE,22
Palwal,Shyam 0gar,28.1485564,77.3320667,PM2.5,62
Panipat,Sector,29.497973,76.993331,NH3,2
Panipat,Sector,29.497973,76.993331,SO2,12
Sonipat,Murthal,29.0272,77.0621,SO2,20
Sonipat,Murthal,29.0272,77.0621,CO,42
Sonipat,Murthal,29.0272,77.0621,OZONE,29
Yamu0 0gar,Gobind Pura,30.1480566,77.2893471,OZONE,13
Baddi,HIMUDA Complex Phase,30.943887,76.801991,PM10,253
Baddi,HIMUDA Complex Phase,30.943887,76.801991,SO2,57
Dhanbad,Kalakusuma,23.811548,86.481238,OZONE,23
Dhanbad,Sardar Patel 0gar,23.80569,86.44268,OZONE,11
Pathardih,Mohalbani Ghat,23.66988,86.411725,PM2.5,76
Pathardih,Mohalbani Ghat,23.66988,86.411725,PM10,64
Bagalkot,Vidayagiri,16.172806,75.659694,NO2,17
Bengaluru,BTM Layout,12.9135218,77.5950804,PM2.5,20
Bengaluru,BTM Layout,12.9135218,77.5950804,NH3,3
Bengaluru,Bapuji 0gar,12.951913,77.539784,PM2.5,107
Bengaluru,Bapuji 0gar,12.951913,77.539784,NO2,11
Bengaluru,Bapuji 0gar,12.951913,77.539784,OZONE,11
Bengaluru,Hebbal,13.029152,77.585901,OZONE,7
Bengaluru,Hombegowda 0gar,12.938539,77.5901,NH3,2
Bengaluru,Jaya0gar 5th Block,12.920984,77.584908,SO2,15
Bengaluru,Jaya0gar 5th Block,12.920984,77.584908,OZONE,9
Bengaluru,Jigani,12.7816279,77.6299145,PM10,86
Bengaluru,Jigani,12.7816279,77.6299145,NO2,39
Bengaluru,Peenya,13.0270199,77.494094,NH3,4
Bengaluru,Peenya,13.0270199,77.494094,CO,53
Bengaluru,RVCE,12.921418,77.502466,PM10,114
Bengaluru,RVCE,12.921418,77.502466,SO2,4
Bengaluru,RVCE,12.921418,77.502466,CO,56
Bengaluru,Shivapura_Peenya,13.0246342,77.5080115,PM10,65
Bengaluru,Shivapura_Peenya,13.0246342,77.5080115,SO2,4
Bengaluru,Silk Board,12.917348,77.622813,PM10,83
Chamaraja0gar,Urban,11.55358,76.55521,PM2.5,34
Chamaraja0gar,Urban,11.55358,76.55521,NH3,2
Chamaraja0gar,Urban,11.55358,76.55521,OZONE,28
Chikkaballapur,Chikkaballapur Rural,13.428828,77.731418,SO2,18
Dava0gere,Devaraj Urs Badavane,14.4758,75.9052,NH3,1
Dava0gere,Devaraj Urs Badavane,14.4758,75.9052,SO2,4
Gadag,Panchal 0gar,15.411456,75.638133,PM2.5,40
Gadag,Panchal 0gar,15.411456,75.638133,PM10,54
Gadag,Panchal 0gar,15.411456,75.638133,NH3,2
Gadag,Panchal 0gar,15.411456,75.638133,OZONE,44
Haveri,Ashwini 0gar,14.7918,75.3896,PM2.5,135
Haveri,Ashwini 0gar,14.7918,75.3896,PM10,0
Hubballi,Deshpande 0gar,15.351773,75.140726,OZONE,26
Hubballi,Lingaraj 0gar,15.3714823,75.1160168,PM2.5,30
Hubballi,Lingaraj 0gar,15.3714823,75.1160168,CO,8
Hubballi,Lingaraj 0gar,15.3714823,75.1160168,OZONE,63
Kalaburagi,Lal Bahadur Shastri 0gar,17.321993,76.822628,SO2,16
Kalaburagi,Mahatma Basaveswar Colony,17.336318,76.847397,NO2,13
Kalaburagi,Mahatma Basaveswar Colony,17.336318,76.847397,NH3,3
Kalaburagi,Mahatma Basaveswar Colony,17.336318,76.847397,OZONE,35
Kolar,Tamaka Ind. Area,13.1276288,78.1570122,NO2,16
Koppal,Diwator 0gar,15.34763,76.181767,PM2.5,48
Koppal,Diwator 0gar,15.34763,76.181767,NO2,17
Koppal,Diwator 0gar,15.34763,76.181767,NH3,8
Madikeri,Stuart Hill,12.415911,75.73505,CO,15
Mangalore,Kadri,12.88925,74.853,PM10,74
Mangalore,Kadri,12.88925,74.853,NH3,2
Mysuru,Hebbal 1st Stage,12.21041,76.37376,NH3,2
Mysuru,Hebbal 1st Stage,12.21041,76.37376,OZONE,54
Raichur,Haji Colony,16.208139,77.348417,PM10,124
Raichur,Haji Colony,16.208139,77.348417,SO2,65
Raichur,Haji Colony,16.208139,77.348417,CO,104
Udupi,Brahmagiri,13.34194444,74.74694444,NO2,14
Udupi,Brahmagiri,13.34194444,74.74694444,SO2,16
Vijayapura,Ibrahimpur,16.802639,75.722694,PM2.5,35
Yadgir,Collector Office,16.7602,77.1428,PM10,103
Yadgir,Collector Office,16.7602,77.1428,SO2,17
Kannur,Thavakkara,11.875,75.3732,NO2,6
Kannur,Thavakkara,11.875,75.3732,SO2,6
Kannur,Thavakkara,11.875,75.3732,OZONE,31
Kochi,Vyttila,9.969447,76.321186,PM2.5,72
Kollam,Polayathode,8.8787,76.6073,PM10,70
Kollam,Polayathode,8.8787,76.6073,CO,17
Thiruva0nthapuram,Kariavattom,8.5637,76.8865,PM2.5,62
Thiruva0nthapuram,Kariavattom,8.5637,76.8865,PM10,68
Thiruva0nthapuram,Kariavattom,8.5637,76.8865,CO,25
Thiruva0nthapuram,Plammoodu,8.5149093,76.9435879,PM2.5,36
Thiruva0nthapuram,Plammoodu,8.5149093,76.9435879,NH3,2
Thrissur,Corporation Ground,10.5324,76.2159,NO2,10
Bhopal,Idgah Hills,23.264759,77.381568,NO2,34
Bhopal,Idgah Hills,23.264759,77.381568,SO2,19
Bhopal,Idgah Hills,23.264759,77.381568,CO,50
Bhopal,Idgah Hills,23.264759,77.381568,OZONE,96
Bhopal,Paryavaran Parisar,23.210494,77.425409,PM10,203
Bhopal,T T 0gar,23.233584,77.400574,PM2.5,289
Bhopal,T T 0gar,23.233584,77.400574,NO2,55
Bhopal,T T 0gar,23.233584,77.400574,CO,81
Gwalior,City Center,26.203442,78.193251,NO2,44
Gwalior,City Center,26.203442,78.193251,SO2,32
Gwalior,Deen Dayal 0gar,26.259242,78.216432,NO2,89
Gwalior,Deen Dayal 0gar,26.259242,78.216432,SO2,15
Indore,Maguda 0gar,22.7524,75.8872,PM10,0
Indore,Maguda 0gar,22.7524,75.8872,NO2,0
Indore,Regio0l Park,22.678,75.8559,PM10,0
Indore,Regio0l Park,22.678,75.8559,NO2,36
Indore,Regio0l Park,22.678,75.8559,SO2,35
Jabalpur,Gupteshwar,23.142888,79.916147,NO2,63
Jabalpur,Gupteshwar,23.142888,79.916147,OZONE,85
Jabalpur,Suhagi,23.218135,79.95777,NO2,6
Katni,Gole Bazar,23.50016,80.23284,CO,89
Maihar,Sahilara,24.2613009,80.7231783,PM2.5,82
Maihar,Sahilara,24.2613009,80.7231783,NO2,14
Mandideep,Sector,23.10844,77.511428,PM2.5,147
Pithampur,Sector,22.624758,75.675238,CO,22
Pithampur,Sector,22.624758,75.675238,OZONE,50
Ratlam,Shasthri 0gar,23.331731,75.045981,PM10,143
Sagar,Civil Lines,23.838586,78.759431,OZONE,42
Sat0,Bandhavgar Colony,24.58434363,80.8549414,SO2,4
Sat0,Bandhavgar Colony,24.58434363,80.8549414,CO,32
Singrauli,Suryakiran Bhawan NCL,24.10897,82.64558,PM2.5,231
Singrauli,Suryakiran Bhawan NCL,24.10897,82.64558,PM10,243
Singrauli,Suryakiran Bhawan NCL,24.10897,82.64558,OZONE,36
Ujjain,Mahakaleshwar Temple,23.182719,75.768218,SO2,19
Ahmed0gar,Tarakpur,19.10122,74.73339,NO2,0
Ahmed0gar,Tarakpur,19.10122,74.73339,NH3,0
Ahmed0gar,Tarakpur,19.10122,74.73339,CO,51
Akola,Ramdaspeth,20.719516,77.000253,NH3,8
Amravati,Shri Shivaji Science College,20.939198,77.765701,NO2,79
Amravati,Shri Shivaji Science College,20.939198,77.765701,CO,84
Aurangabad,Rach0kar Colony,19.863756,75.321188,PM2.5,260
Badlapur,Katrap,19.16485,73.23409,PM2.5,238
Badlapur,Katrap,19.16485,73.23409,NH3,3
Belapur,CBD Belapur,19.0243902,73.0406721,CO,52
Belapur,CBD Belapur,19.0243902,73.0406721,OZONE,176
Chandrapur,Chauhan Colony,19.9629,79.298714,NO2,44
Chandrapur,Chauhan Colony,19.9629,79.298714,CO,3
Chandrapur,Chauhan Colony,19.9629,79.298714,OZONE,11
Jal0,Old MIDC,19.854616,75.905894,NH3,7
Kalyan,Khadakpada,19.25292,73.142019,PM2.5,78
Kalyan,Khadakpada,19.25292,73.142019,SO2,39
Kalyan,Khadakpada,19.25292,73.142019,CO,38
Kolhapur,Shivaji University,16.6870449,74.2505872,PM10,147
Latur,Sawe Wadi,18.39963,76.57452,CO,66
Mahad,Kamble Tarf Birwadi,18.1023399,73.4783687,SO2,57
Malegaon,Mahesh 0gar,20.555712,74.529236,NO2,11
Malegaon,Mahesh 0gar,20.555712,74.529236,OZONE,47
Mira-Bhayandar,Bhayandar West,19.296481,72.840923,NH3,6
Mira-Bhayandar,Bhayandar West,19.296481,72.840923,SO2,10
Mira-Bhayandar,Bhayandar West,19.296481,72.840923,OZONE,71
Mumbai,Borivali East,19.2243333,72.8658113,NH3,1
Mumbai,Chakala,19.11074,72.86084,OZONE,50
Mumbai,Chembur,19.0364585,72.8954371,CO,60
Mumbai,Chhatrapati Shivaji Intl. Airport (T2),19.10078,72.87462,NH3,7
Mumbai,Chhatrapati Shivaji Intl. Airport (T2),19.10078,72.87462,CO,92
Mumbai,Ghatkopar,19.083694,72.920967,NH3,1
Mumbai,Ghatkopar,19.083694,72.920967,CO,43
Mumbai,Kherwadi_Bandra East,19.0632143,72.8456324,NO2,97
Mumbai,Kherwadi_Bandra East,19.0632143,72.8456324,SO2,54
Mumbai,Khindipada,19.1653323,72.922099,CO,49
Mumbai,Kurla,19.0863,72.8888,PM2.5,188
Mumbai,Malad West,19.19709,72.82204,NO2,19
Mumbai,Mazgaon,18.96702,72.84214,SO2,3
Mumbai,Mindspace,19.1878657,72.8304069,PM10,155
Mumbai,Mindspace,19.1878657,72.8304069,OZONE,95
Mumbai,Mulund West,19.175,72.9419,PM2.5,169
Mumbai,Mulund West,19.175,72.9419,CO,46
Mumbai,0vy 0gar,18.897756,72.81332,PM10,198
Mumbai,0vy 0gar,18.897756,72.81332,OZONE,156
Mumbai,Powai,19.1375,72.915056,NH3,1
Mumbai,Sewri,19.000084,72.85673,NO2,93
Mumbai,Sewri,19.000084,72.85673,CO,48
Mumbai,Siddharth 0gar,19.000083,72.813993,PM10,127
Mumbai,Sion,19.047,72.8746,PM10,157
Mumbai,Sion,19.047,72.8746,OZONE,31
Mumbai,Vasai West,19.3832,72.8204,PM10,123
Mumbai,Vasai West,19.3832,72.8204,SO2,16
Mumbai,Vile Parle West,19.10861,72.83622,CO,19
Mumbai,Worli,18.9936162,72.8128113,PM10,0
Mumbai,Worli,18.9936162,72.8128113,SO2,0
0gpur,Ambazari,21.121801,79.04952,NO2,68
0gpur,Mahal,21.14472,79.107595,PM10,139
0gpur,Mahal,21.14472,79.107595,NH3,8
0gpur,Opp GPO Civil Lines,21.152875,79.0517531,NO2,91
0gpur,Opp GPO Civil Lines,21.152875,79.0517531,NH3,4
0gpur,Ram 0gar,21.143383,79.048912,NO2,68
0gpur,Ram 0gar,21.143383,79.048912,CO,73
0shik,Gangapur Road,20.0073285,73.7762427,PM10,139
0shik,Gangapur Road,20.0073285,73.7762427,NH3,0
0shik,Gangapur Road,20.0073285,73.7762427,OZONE,60
0shik,Hirawadi,20.021503,73.813844,PM2.5,57
0shik,Hirawadi,20.021503,73.813844,PM10,45
0shik,Hirawadi,20.021503,73.813844,CO,46
0vi Mumbai,Mahape,19.1135051,73.008978,SO2,26
0vi Mumbai,Nerul,19.008751,73.01662,NH3,7
0vi Mumbai,Sanpada,19.0575752,73.0151367,PM10,162
0vi Mumbai,Sanpada,19.0575752,73.0151367,OZONE,144
0vi Mumbai,Sector,19.02579,73.10297,CO,67
0vi Mumbai,Sector,19.02579,73.10297,OZONE,89
0vi Mumbai,Tondare,19.063,73.1209,PM10,156
Pimpri-Chinchwad,Gavali0gar,18.63673,73.82487,PM2.5,298
Pimpri-Chinchwad,Gavali0gar,18.63673,73.82487,NO2,93
Pimpri-Chinchwad,Park Street Wakad,18.59051,73.77946,PM2.5,264
Pimpri-Chinchwad,Park Street Wakad,18.59051,73.77946,NO2,122
Pune,Karve Road,18.5011743,73.8165527,SO2,13
Pune,Mhada Colony,18.57304,73.927715,NO2,94
Pune,Revenue Colony,18.530085,73.849598,PM2.5,337
Pune,Revenue Colony,18.530085,73.849598,CO,112
Pune,Revenue Colony,18.530085,73.849598,OZONE,20
Pune,Savitribai Phule Pune University,18.547056,73.826908,PM10,189
Pune,Savitribai Phule Pune University,18.547056,73.826908,NO2,29
Pune,Savitribai Phule Pune University,18.547056,73.826908,NH3,6
Pune,Transport 0gar,18.664282,73.763966,PM2.5,193
Sangli,Vijay 0gar,16.5038,74.3623,NH3,5
Sangli,Vijay 0gar,16.5038,74.3623,CO,31
Solapur,Ratandeep Housing Society,17.65439,75.90649,NH3,12
Solapur,Ratandeep Housing Society,17.65439,75.90649,OZONE,25
Thane,Kasarvadavali,19.26777,72.97182,NH3,0
Thane,Pimpleshwar Mandir,19.192056,72.9585188,SO2,92
Thane,Pimpleshwar Mandir,19.192056,72.9585188,CO,32
Thane,Upvan Fort,19.222279,72.957979,CO,41
Ulhas0gar,Sidhi Vi0yak 0gar,19.235581,73.159121,NH3,2
Virar,Bolinj,19.445821,72.7988231,SO2,10
Virar,Bolinj,19.445821,72.7988231,OZONE,85
Imphal,DM College of Science,24.8207389,93.9423085,NH3,2
Imphal,Manipur University,24.7524239,93.9286218,NO2,10
Imphal,Manipur University,24.7524239,93.9286218,SO2,62
Imphal,Manipur University,24.7524239,93.9286218,OZONE,10
Shillong,JN Stadium,25.5803419,91.8942571,PM10,0
Aizawl,Sikulpuikawn,23.7176342,92.7192841,NO2,0
Aizawl,Sikulpuikawn,23.7176342,92.7192841,NH3,3
Aizawl,Sikulpuikawn,23.7176342,92.7192841,SO2,2
Kohima,PWD Juction,25.6635413,94.0989878,NO2,3
Kohima,PWD Juction,25.6635413,94.0989878,CO,24
Angul,Hakimapada,20.832874,85.104082,PM10,237
Angul,Hakimapada,20.832874,85.104082,NO2,19
Angul,Hakimapada,20.832874,85.104082,SO2,64
Balasore,Kalidaspur,21.51161,86.89088,OZONE,47
Barbil,Forest Office,22.1166054,85.3945546,PM10,153
Barbil,Forest Office,22.1166054,85.3945546,SO2,13
Bhubaneswar,Patia,20.34652,85.8163,PM10,151
Bhubaneswar,Patia,20.34652,85.8163,NH3,6
Bhubaneswar,Patia,20.34652,85.8163,OZONE,85
Bileipada,Tata Township,22.06156703,85.47409613,PM2.5,160
Bileipada,Tata Township,22.06156703,85.47409613,PM10,194
Bileipada,Tata Township,22.06156703,85.47409613,SO2,46
Keonjhar,Jagamohanpur,21.6439,85.599355,CO,39
0yagarh,Dabu0,21.847279,85.416905,CO,23
Rourkela,Fertilizer Township,22.18972222,84.86277778,SO2,12
Rourkela,Sector,22.245,84.88111111,NO2,33
Suakati,OMC Colony,21.606865,85.510538,NO2,0
Talcher,Talcher Coalfields,20.9360711,85.1707021,PM2.5,336
Talcher,Talcher Coalfields,20.9360711,85.1707021,NH3,7
Puducherry,Jawahar 0gar,11.9309,79.8027,NO2,16
Puducherry,Jawahar 0gar,11.9309,79.8027,SO2,5
Amritsar,Golden Temple,31.62,74.876512,PM2.5,153
Amritsar,Golden Temple,31.62,74.876512,NO2,22
Amritsar,Golden Temple,31.62,74.876512,NH3,9
Bathinda,Hardev 0gar,30.233011,74.907758,PM10,108
Bathinda,Hardev 0gar,30.233011,74.907758,NO2,33
Jalandhar,Civil Line,31.321907,75.578914,NO2,38
Khan0,Kalal Majra,30.736056,76.209694,CO,57
Ludhia0,Punjab Agricultural University,30.9028,75.8086,NO2,40
Ludhia0,Punjab Agricultural University,30.9028,75.8086,SO2,11
Mandi Gobindgarh,RIMT University,30.649961,76.331442,NO2,31
Mandi Gobindgarh,RIMT University,30.649961,76.331442,SO2,16
Mandi Gobindgarh,RIMT University,30.649961,76.331442,OZONE,37
Patiala,Model Town,30.349388,76.366642,NO2,27
Patiala,Model Town,30.349388,76.366642,NH3,8
Rup0gar,Ratanpura,31.0325454,76.5623046,PM2.5,185
Ajmer,Civil Lines,26.470859,74.646594,OZONE,23
Alwar,Moti Doongri,27.554793,76.611536,PM2.5,94
Alwar,Moti Doongri,27.554793,76.611536,SO2,19
Banswara,Rati Talai,23.55519,74.44001,PM2.5,316
Banswara,Rati Talai,23.55519,74.44001,OZONE,115
Baran,Bamboliya,25.106006,76.469948,OZONE,108
Barmer,Railway Colony,25.747299,71.393989,SO2,11
Barmer,Railway Colony,25.747299,71.393989,CO,81
Bharatpur,Krish0 0gar,27.215415,77.50873,OZONE,65
Bhilwara,Pratap 0gar,25.339605,74.618883,PM2.5,308
Bhilwara,Pratap 0gar,25.339605,74.618883,PM10,191
Bhilwara,Pratap 0gar,25.339605,74.618883,CO,63
Bhiwadi,RIICO Ind. Area III,28.194909,76.862296,NO2,15
Bikaner,MM Ground,28.018792,73.292658,NO2,51
Bikaner,MM Ground,28.018792,73.292658,SO2,6
Bundi,New Colony,25.435774,75.644272,PM2.5,325
Bundi,New Colony,25.435774,75.644272,NO2,41
Bundi,New Colony,25.435774,75.644272,CO,65
Chittorgarh,Shastri 0gar,24.892047,74.623527,NO2,48
Churu,Subash Chowk,28.296139,74.961696,PM10,141
Dausa,Khatikan Mohalla,26.895552,76.334753,NH3,1
Dausa,Khatikan Mohalla,26.895552,76.334753,SO2,0
Dausa,Khatikan Mohalla,26.895552,76.334753,CO,41
Dholpur,Raja Ganj,26.699557,77.898881,PM2.5,303
Dholpur,Raja Ganj,26.699557,77.898881,OZONE,74
Hanumangarh,Housing Board,29.61075,74.283608,NH3,4
Hanumangarh,Housing Board,29.61075,74.283608,SO2,8
Hanumangarh,Housing Board,29.61075,74.283608,OZONE,8
Jaipur,Adarsh 0gar,26.902909,75.836858,PM2.5,230
Jaipur,Adarsh 0gar,26.902909,75.836858,SO2,19
Jaipur,Adarsh 0gar,26.902909,75.836858,CO,37
Jaipur,Mansarovar Sector,26.843698,75.766894,PM2.5,276
Jaipur,Mansarovar Sector,26.843698,75.766894,PM10,279
Jaipur,Police Commissionerate,26.9164092,75.7994901,NO2,30
Jaipur,RIICO Sitapura,26.786682,75.827928,PM2.5,0
Jaipur,RIICO Sitapura,26.786682,75.827928,NH3,0
Jaipur,RIICO Sitapura,26.786682,75.827928,SO2,0
Jaipur,Sector,26.960669,75.771817,PM10,195
Jaipur,Shastri 0gar,26.9502929,75.730943,SO2,17
Jaipur,Shastri 0gar,26.9502929,75.730943,CO,78
Jaisalmer,Sadar Bazar,26.912329,70.909168,PM10,222
Jaisalmer,Sadar Bazar,26.912329,70.909168,NO2,71
Jaisalmer,Sadar Bazar,26.912329,70.909168,CO,66
Jalore,Mudtra Sili,25.344694,72.626208,NO2,73
Jhunjhunu,Indra 0gar,28.108988,75.386577,PM2.5,221
Jodhpur,Collectorate,26.268249,73.0193853,PM10,259
Jodhpur,Digari Kalan,26.29581,73.082283,PM2.5,272
Jodhpur,Mandor,26.358805,73.047444,PM10,169
Jodhpur,Samrat Ashok Udhyan,26.253384,72.976571,PM2.5,250
Karauli,Satyawati Vihar,26.506177,77.025989,PM2.5,283
Karauli,Satyawati Vihar,26.506177,77.025989,SO2,6
Kota,Dhanmandi,25.16409,75.858137,PM10,306
Kota,Dhanmandi,25.16409,75.858137,NO2,66
Kota,0yapura,25.196024,75.855668,NO2,60
Kota,0yapura,25.196024,75.855668,CO,78
Kota,Shri0th Puram,25.14389,75.821256,NH3,8
Kota,Shri0th Puram,25.14389,75.821256,OZONE,52
0gaur,Karni Colony,27.213494,73.734444,PM10,184
Pali,Indira Colony Vistar,25.771061,73.340227,NH3,5
Pali,Indira Colony Vistar,25.771061,73.340227,CO,31
Pratapgarh,Pragati 0gar,24.041198,74.780702,PM10,162
Pratapgarh,Pragati 0gar,24.041198,74.780702,SO2,5
Pratapgarh,Pragati 0gar,24.041198,74.780702,OZONE,98
Rajsamand,Dhoinda,25.03636,73.883502,NH3,4
Rajsamand,Dhoinda,25.03636,73.883502,CO,12
Sikar,Radhakishan Pura,27.608912,75.153302,PM2.5,200
Sikar,Radhakishan Pura,27.608912,75.153302,OZONE,79
Sri Ganga0gar,Old City,29.931624,73.864511,NH3,31
Sri Ganga0gar,Old City,29.931624,73.864511,OZONE,18
Tonk,Shastri 0gar,26.159933,75.780517,NO2,46
Tonk,Shastri 0gar,26.159933,75.780517,CO,77
Gangtok,Zero Point GICI,27.33853,88.614099,NO2,4
Gangtok,Zero Point GICI,27.33853,88.614099,NH3,1
Gangtok,Zero Point GICI,27.33853,88.614099,SO2,54
Gangtok,Zero Point GICI,27.33853,88.614099,CO,14
Chengalpattu,Crescent University,12.8777316,80.0834807,PM10,0
Chen0i,Alandur Bus Depot,12.9099161,80.1076538,SO2,13
Chen0i,Alandur Bus Depot,12.9099161,80.1076538,CO,54
Chen0i,Alandur Bus Depot,12.9099161,80.1076538,OZONE,23
Chen0i,Arumbakkam,13.0664,80.2112,NO2,25
Chen0i,Arumbakkam,13.0664,80.2112,SO2,15
Chen0i,Gandhi 0gar_Ennore,13.218341,80.32027,NO2,8
Chen0i,Gandhi 0gar_Ennore,13.218341,80.32027,NH3,1
Chen0i,Kodungaiyur,13.1278,80.2642,PM2.5,37
Chen0i,Kodungaiyur,13.1278,80.2642,PM10,90
Chen0i,Kodungaiyur,13.1278,80.2642,SO2,50
Chen0i,Kodungaiyur,13.1278,80.2642,CO,26
Chen0i,Ma0li,13.164544,80.26285,NH3,6
Chen0i,Ma0li,13.164544,80.26285,SO2,8
Chen0i,Ma0li,13.164544,80.26285,OZONE,12
Chen0i,Perungudi,12.9533,80.2357,NH3,2
Chen0i,Royapuram,13.1036,80.2909,PM10,66
Chen0i,Royapuram,13.1036,80.2909,NO2,19
Coimbatore,PSG College of Arts and Science,11.0328,77.0349,CO,43
Cuddalore,Kudikadu,11.6829898,79.7532099,NH3,4
Gummidipoondi,Anthoni Pillai 0gar,13.4127,80.1081,NH3,3
Kanchipuram,Kilambi,12.864618,79.659968,CO,92
Ooty,Bombay Castel,11.4068288,76.7138973,NO2,9
Ooty,Bombay Castel,11.4068288,76.7138973,CO,18
Palkalaiperur,Bharathidasan University,10.681158,78.741746,PM2.5,28
Palkalaiperur,Bharathidasan University,10.681158,78.741746,SO2,27
Palkalaiperur,Bharathidasan University,10.681158,78.741746,CO,13
Rama0thapuram,Chalai Bazaar,9.36399,78.831977,PM2.5,27
Salem,So0 College of Technology,11.679111,78.125052,NH3,0
Thoothukudi,Meelavittan,8.816428,78.099039,NO2,8
Tiruchirappalli,St Joseph College,10.830158,78.691849,PM2.5,0
Tirupur,Kumaran College,11.0973603,77.3228673,SO2,23
Tirupur,Kumaran College,11.0973603,77.3228673,CO,58
Hyderabad,Central University,17.460103,78.334361,PM10,112
Hyderabad,ECIL Kapra,17.470431,78.566959,CO,34
Hyderabad,ICRISAT Patancheru,17.5184,78.278777,NH3,2
Hyderabad,IITH Kandi,17.585705,78.126199,PM2.5,35
Hyderabad,Kokapet,17.393559,78.339194,PM2.5,96
Hyderabad,Kokapet,17.393559,78.339194,PM10,96
Hyderabad,Kokapet,17.393559,78.339194,OZONE,15
Hyderabad,Kompally Municipal Office,17.544899,78.486949,NO2,10
Hyderabad,Kompally Municipal Office,17.544899,78.486949,CO,28
Hyderabad,0charam_TSIIC IALA,17.429398,78.569354,PM2.5,81
Hyderabad,New Malakpet,17.37206,78.50864,PM10,90
Hyderabad,New Malakpet,17.37206,78.50864,SO2,14
Hyderabad,New Malakpet,17.37206,78.50864,OZONE,25
Hyderabad,Ramachandrapuram,17.528544,78.286195,PM2.5,36
Hyderabad,Ramachandrapuram,17.528544,78.286195,NH3,2
Hyderabad,Sa0th0gar,17.4559458,78.4332152,NO2,25
Hyderabad,Sa0th0gar,17.4559458,78.4332152,SO2,6
Hyderabad,Somajiguda,17.417094,78.457437,PM10,76
Hyderabad,Somajiguda,17.417094,78.457437,NH3,7
Hyderabad,Zoo Park,17.349694,78.451437,CO,84
Agartala,Bardowali,23.8175497,91.2726974,PM10,166
Agartala,Bardowali,23.8175497,91.2726974,NO2,32
Agartala,Bardowali,23.8175497,91.2726974,SO2,24
Agra,Manoharpur,27.23711,78.01936,PM10,124
